Título;ISSN impresa;ISSN en linea;Instituto/Editorial;NBRA;URL_NBRA;DOAJ;URL_DOAJ;Latindex;URL_Latindex;Redalyc;URL_Redalyc;Scimago;URL_Scimago;Scielo;URL_Scielo;WoS;URL_WoS;Biblat;URL_Biblat;Dialnet;URL_Dialnet
Nuevamérica;0325-6960;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/nuevamerica/articulo/a-saude-como-direito-o-desafio-por-acesso-igual;false;null
Nuevo itinerario;;1850-3578;Universidad Nacional del Nordeste. Facultad de Humanidades. Instituto de Filosofía;true;https://www.caicyt-conicet.gov.ar/sitio/nuevo-itinerario-en-linea/;true;https://doaj.org/toc/1850-3578;true;https://www.latindex.org/latindex/ficha/11053;true;https://www.redalyc.org/revista.oa?id=7659&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1850-3578&lng=es&nrm=iso;false;null;false;null;false;null
Nuevo mundo;0327-7097;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=11759
Nuevo pensamiento;;1853-7596;Universidad del Salvador, Facultad de Filosofía, Historia, Letras y Estudios Orientales, Instituto de Investigaciones Filosóficas;true;https://www.caicyt-conicet.gov.ar/sitio/nuevo-pensamiento-san-miguel-provincia-de-buenos-aires/;true;https://doaj.org/toc/1853-7596;true;https://www.latindex.org/latindex/ficha/19537;false;null;false;null;false;null;false;null;false;null;false;null
Ñeatá;;2718-7268;Universidad Nacional del Nordeste;false;null;true;https://doaj.org/toc/2718-7268;true;https://www.latindex.org/latindex/ficha/27546;false;null;false;null;false;null;false;null;false;null;false;null
Observatorio latinoamericano;;1853-2713;Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Estudios de América Latina y el Caribe;false;null;false;null;true;https://www.latindex.org/latindex/ficha/20039;false;null;false;null;false;null;false;null;false;null;false;null
Obstetricia y ginecología latinoamericanas;0029-7836;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/obstetricia-y-ginecologia-latinoamericanas/articulo/analisis-correlativo-entre-colposcopia-citologia-y-biopsia-cervical-uterina-en-un-grupo-de-pacientes-ambulatorios;false;null
Octante;;2525-0914;Papel Cosido;false;null;false;null;true;https://www.latindex.org/latindex/ficha/23608;false;null;false;null;false;null;false;null;false;null;false;null
Odisea;;2408-445X;Universidad de Buenos Aires. Facultad de Ciencias Sociales. Instituto de Investigaciones Gino Germani.;true;https://www.caicyt-conicet.gov.ar/sitio/odisea-ciudad-autonoma-de-buenos-aires-2014/;true;https://doaj.org/toc/2408-445X;true;https://www.latindex.org/latindex/ficha/22959;false;null;false;null;false;null;false;null;false;null;false;null
Oficios terrestres;1853-3248;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/oficios-terrestres/articulo/activar-la-calle-nombrarse-jovenes-en-cordoba-argentina;true;https://dialnet.unirioja.es/servlet/revista?codigo=23430
Olivar;1515-1115;1852-4478;Centro de Teoría y Crítica Literaria, Facultad de Humanidades y Ciencias de la Educación, Universidad Nacional de La Plata;true;https://www.caicyt-conicet.gov.ar/sitio/olivar-la-plata/;true;https://doaj.org/toc/1852-4478;true;https://www.latindex.org/latindex/ficha/11218;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4478&lng=es&nrm=iso;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=10906
OMNIA (Salta. En línea);;2618-4699;Facultad de Cicias Jurídicas, Universidad Católica de Salta;true;https://www.caicyt-conicet.gov.ar/sitio/omnia-salta-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/25418;false;null;false;null;false;null;false;null;false;null;false;null
Opera lilloana;0078-5245;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/opera-lilloana/articulo/mecanismos-de-regulacion-de-variables-fisiologicas-sistemicas;false;null
Opúsculo filosófico;;2422-8125;Centro de Estudios de Filosofía Clásica;false;null;false;null;true;https://www.latindex.org/latindex/ficha/21735;false;null;false;null;false;null;false;null;false;null;false;null
Orbis Tertius: revista de teoría y crítica literaria;0328-8188;1851-7811;Universidad Nacional de La Plata, Facultad de Humanidades y Ciencias de la Educación, Centro de Teoría y Crítica Literaria;true;https://www.caicyt-conicet.gov.ar/sitio/orbis-tertius/;false;null;true;https://www.latindex.org/latindex/ficha/11271;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=10414
Orientación y sociedad;1515-6877;1851-8893;Universidad Nacional de La Plata, Facultad de Psicología;true;https://www.caicyt-conicet.gov.ar/sitio/orientacion-y-sociedad/;false;null;true;https://www.latindex.org/latindex/ficha/11290;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/orientacion-y-sociedad/articulo/equipos-de-orientacion-escolar-y-promocion-de-salud-en-escuelas-analisis-desde-la-gestion-de-la-direccion-de-psicologia-comunitaria-y-pedagogia-social;false;null
Otra economía;;1851-4715;Red de Investigadores Latinoamericanos de Economía Social y Solidaria;true;https://www.caicyt-conicet.gov.ar/sitio/otra-economia/;false;null;true;https://www.latindex.org/latindex/ficha/11315;false;null;false;null;false;null;false;null;false;null;false;null
Paginas;1851-992X;;Universidad Nacional de Rosario - Facultad de Humanidades y Artes, Escuela de Historia;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100856605&tip=sid&clean=0;false;null;false;null;true;https://biblat.unam.mx/es/revista/paginas-revista-digital-de-la-escuela-de-historia-de-la-facultad-de-humanidades-y-artes-universidad-nacional-de-rosario/articulo/armas-revolucionarias-discusiones-sobre-la-violencia-en-los-grupos-disidentes-de-montoneros-en-los-anos-setenta;true;https://dialnet.unirioja.es/servlet/revista?codigo=24318
Páginas de filosofía;0327-5108;1853-7960;Universidad Nacional del Comahue, Facultad de Humanidades, Departamento de Filosofía;true;https://www.caicyt-conicet.gov.ar/sitio/paginas-de-filosofia-en-linea/;true;https://doaj.org/toc/1853-7960;true;https://www.latindex.org/latindex/ficha/19547;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;true;https://dialnet.unirioja.es/servlet/revista?codigo=23134
Palabra clave;1666-2938;1853-9912;Universidad Nacional de La Plata, Facultad de Humanidades y Ciencias de la Educación, Departamento de Bibliotecología;true;https://www.caicyt-conicet.gov.ar/sitio/palabra-clave/;true;https://doaj.org/toc/1853-9912;true;https://www.latindex.org/latindex/ficha/11365;true;https://www.redalyc.org/revista.oa?id=3505&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-9912&lng=es&nrm=iso;false;null;false;null;false;null
Palermo Business Review;0328-5715;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=19695
Pampa;1669-3299;2314-0208;Ediciones Universidad Nacional del Litoral;true;https://www.caicyt-conicet.gov.ar/sitio/pampa-santa-fe/;true;https://doaj.org/toc/2314-0208;true;https://www.latindex.org/latindex/ficha/11384;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2314-0208&lng=es&nrm=iso;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=12489
Papeles de trabajo;0327-6147;1852-4508;Centro de Estudios Interdisciplinarios de Ciencias Etnoligüísticas y Antropológico-Sociales;true;https://www.caicyt-conicet.gov.ar/sitio/papeles-de-trabajo-centro-de-estudios-interdisciplinarios-en-etnolinguistica-socio-cultural/;false;null;true;https://www.latindex.org/latindex/ficha/11441;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-4508&lng=es&nrm=iso;false;null;false;null;false;null
PAPELES DE TRABAJO;1851-2577;;UNIV NACL SAN MARTIN, INST ALTOS ESTUDIOS SOCIALES-IDAES , PARANA, 145, PISO 5, BUENOS AIRES, ARGENTINA, 1017;false;null;false;null;false;null;false;null;false;null;false;null;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=21970
Papeles de trabajo - Centro de Estudios Interdisciplinarios en Etnolingüística y Antropología Socio-Cultural;0327-6147;1851-2577;;true;https://www.caicyt-conicet.gov.ar/sitio/papeles-de-trabajo-instituto-de-altos-estudios-sociales-en-linea/;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/papeles-de-trabajo-centro-de-estudios-interdisciplinarios-en-etnolinguistica-y-antropologia-socio-cultural/articulo/beneficios-de-la-implementacion-de-la-estrategia-metodologica-de-estudio-de-casos-y-de-estudios-comparados-en-el-derecho-ambiental-argentino;false;null
Papeles del Centro de Investigaciones de la Facultad de Ciencias Jurídicas y Sociales;1853-2845;2591-2852;Editorial UNL;false;null;true;https://doaj.org/toc/2591-2852;true;https://www.latindex.org/latindex/ficha/23449;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27244
Papers in physics;;1852-4249;;true;https://www.caicyt-conicet.gov.ar/sitio/papers-in-physics/;true;https://doaj.org/toc/1852-4249;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Paraguay desde las ciencias sociales;;2314-1638;Grupo de Estudios Sociales sobre Paraguay, Facultad de Ciencias Sociales, Universidad de Buenos Aires;false;null;true;https://doaj.org/toc/2314-1638;true;https://www.latindex.org/latindex/ficha/20694;false;null;false;null;false;null;false;null;false;null;false;null
Párrafos Geográficos;;1853-9424;Universidad Nacional de la Patagonia San Juan Bosco;true;https://www.caicyt-conicet.gov.ar/sitio/parrafos-geograficos-en-linea/;true;https://doaj.org/toc/1853-9424;true;https://www.latindex.org/latindex/ficha/26001;false;null;false;null;false;null;false;null;false;null;false;null
Pasado abierto;;2451-6961;Universidad Nacional de Mar del Plata;true;https://www.caicyt-conicet.gov.ar/sitio/pasado-abierto/;true;https://doaj.org/toc/2451-6961;true;https://www.latindex.org/latindex/ficha/23124;false;null;false;null;false;null;false;null;false;null;false;null
Pathos.;;2313-9390;Universidad Nacional de Córdoba;false;null;false;null;true;https://www.latindex.org/latindex/ficha/27559;false;null;false;null;false;null;false;null;false;null;false;null
Patristica et Mediaevalia;0325-2280;2683-9636;Facultad de Filosofía y Letras, Universidad de Buos Aires;true;https://www.caicyt-conicet.gov.ar/sitio/patristica-et-mediaevalia/;true;https://doaj.org/toc/2683-9636;true;https://www.latindex.org/latindex/ficha/25647;false;null;false;null;false;null;false;null;false;null;false;null
Pensum;;2469-0724;Universidad Nacional de Córdoba, Facultad de Arquitectura, Urbanismo y Diseño, Instituto de Investigación de Vivienda y Hábitat;true;https://www.caicyt-conicet.gov.ar/sitio/pensum-cordoba/;true;https://doaj.org/toc/2469-0724;true;https://www.latindex.org/latindex/ficha/23886;false;null;false;null;false;null;false;null;false;null;false;null
Persona: revista iberoamericana de personalismo comunitario;1851-4693;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=12858
Perspectiva Revista de Ciencias Sociales;;2525-1112;Perspectivas Editora Sociedad de Hecho;true;https://www.caicyt-conicet.gov.ar/sitio/perspectivas-revista-de-ciencias-sociales/;true;https://doaj.org/toc/2525-1112;true;https://www.latindex.org/latindex/ficha/23796;false;null;false;null;false;null;false;null;false;null;false;null
Perspectivas de las ciencias económicas y jurídicas;2250-4087;2545-8566;Universidad Nacional de La Pampa, Facultad de Ciencias Económicas y Jurídicas;true;https://www.caicyt-conicet.gov.ar/sitio/perspectivas-de-las-ciencias-economicas-y-juridicas/;true;https://doaj.org/toc/2545-8566;true;https://www.latindex.org/latindex/ficha/2609;false;null;false;null;false;null;false;null;false;null;false;null
Perspectivas en psicología;1668-7175;1853-8800;Universidad Nacional de Mar del Plata;true;https://www.caicyt-conicet.gov.ar/sitio/perspectivas-en-psicologia/;false;null;false;null;true;https://www.redalyc.org/revista.oa?id=4835&tipo=coleccion;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=23312
Perspectivas Metodológicas​;1666-3055;2618-4125;;false;null;true;https://doaj.org/toc/2618-4125;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Pescadora de Perlas;2953-5093;2953-4410;;false;null;true;https://doaj.org/toc/2953-4410;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Philosophia;0328-9672;2313-9528;Instituto de Filosofía;false;null;false;null;true;https://www.latindex.org/latindex/ficha/11788;true;https://www.redalyc.org/revista.oa?id=6039&tipo=coleccion;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=10470
Physiological mini-reviews;;1669-5410;Sociedad Argentina de Fisiología. Centro de Investigaciones Cardiovasculares. Facultad de Medicina. Universidad Nacional de La Plata.;false;null;false;null;true;https://www.latindex.org/latindex/ficha/22078;false;null;false;null;false;null;false;null;false;null;false;null
Physis. Secciones A, B y C;0326-1441;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/physis-secciones-a-b-y-c/articulo/acaros-hiporreicos-de-argentina-nuevos-datos-sobre-neomamersinae-lundblad-limnesiidae;false;null
Phyton;0031-9457;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/phyton/articulo/allelopathic-testing-of-pedicularis-kansuensis-scrophulariaceae-on-seed-germination-and-seedling-growth-of-two-native-grasses-in-the-tibetan-plateau;false;null
Pilquen - Sección Agronomía;1851-2852;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=11598
Pilquen - Sección Ciencias Sociales;1851-3123;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/revista-pilquen-seccion-ciencias-sociales/articulo/con-la-lupa-en-las-biografias-una-propuesta-teorico-metodologica-para-el-analisis-de-las-politicas-de-vejez;true;https://dialnet.unirioja.es/servlet/revista?codigo=11600
Pilquen - Sección Psicopedagogía;1851-3115;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=11596
Pinelatinoamericana;;2796-8677;Asociación de Medicina del Estrés y Psicoinmunoneuroendocrinología;false;null;false;null;true;https://www.latindex.org/latindex/ficha/27763;false;null;false;null;false;null;false;null;false;null;false;null
Pirqas.;;2684-0332;Instituto Superior de Formación Docente y Técnica 9-003 "Normal Superior";false;null;false;null;true;https://www.latindex.org/latindex/ficha/27013;false;null;false;null;false;null;false;null;false;null;false;null
Plaza Pública: Revista de Trabajo Social;;1852-2459;Universidad Nacional del Centro de la Provincia de Buenos Aires, Facultad de Ciencias Humanas. Carrera de Trabajo Social;false;null;true;https://doaj.org/toc/1852-2459;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Plurentes: Artes y Letras;1853-6212;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=20259
Población & sociedad;0328-3445;1852-8562;Universidad Nacional de La Pampa, Facultad de Ciencias Humanas;true;https://www.caicyt-conicet.gov.ar/sitio/poblacion-y-sociedad/;true;https://doaj.org/toc/1852-8562;true;https://www.latindex.org/latindex/ficha/11870;true;https://www.redalyc.org/revista.oa?id=3869&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-8562&lng=es&nrm=iso;false;null;true;https://biblat.unam.mx/es/revista/poblacion-sociedad/articulo/accesibilidad-geografica-al-primer-nivel-de-atencion-de-las-personas-mayores-en-una-ciudad-intermedia-de-argentina;true;https://dialnet.unirioja.es/servlet/revista?codigo=13828
Población de Buenos Aires;;2953-3538;Dirección General de Estadísitica y Censos, Ministerio de Hacienda y Finanzas, Gobierno de la Ciudad Autónoma de Buenos Aires;true;https://www.caicyt-conicet.gov.ar/sitio/poblacion-de-buenos-aires-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/27644;true;https://www.redalyc.org/revista.oa?id=740&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Polhis;;1853-7723;Programa Buenos Aires de Historia Política del Siglo XX;true;https://www.caicyt-conicet.gov.ar/sitio/polhis-mar-del-plata/;false;null;true;https://www.latindex.org/latindex/ficha/11889;false;null;false;null;false;null;false;null;false;null;false;null
Polifonías;2314-0488;2314-0496;Universidad de Luján, Departamento de Educación;true;https://www.caicyt-conicet.gov.ar/sitio/polifonias/;false;null;true;https://www.latindex.org/latindex/ficha/22060;false;null;false;null;false;null;false;null;false;null;false;null
Política y Comunicación: Revista científico académica sobre comunicación política;2953-3821;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27838
Políticas de la memoria;1668-4885;2683-7234;Centro de Documentación e Investigación de la Cultura de Izquierda (CeDInCI);true;https://www.caicyt-conicet.gov.ar/sitio/politicas-de-la-memoria-en-linea/;true;https://doaj.org/toc/2683-7234;true;https://www.latindex.org/latindex/ficha/24763;false;null;false;null;false;null;false;null;false;null;false;null
Politikós: estudios políticos e internacionales;1668-0707;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=18834
Posdata (Buenos Aires);1851-9601;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/posdata-buenos-aires/articulo/dictacturas-y-generaciones-en-chile-y-uruguay-un-analisis-de-las-preferencias-politicas-de-los-ciudadanos-nacidos-entre-1930-y-1991;true;https://dialnet.unirioja.es/servlet/revista?codigo=15736
Práctica arqueológica;;2618-2874;Asociación de Arqueólogos Profesionales de la República Argtina;true;https://www.caicyt-conicet.gov.ar/sitio/practica-arqueologica/;true;https://doaj.org/toc/2618-2874;true;https://www.latindex.org/latindex/ficha/26937;false;null;false;null;false;null;false;null;false;null;false;null
Prácticas de oficio;;1851-6076;;true;https://www.caicyt-conicet.gov.ar/sitio/practicas-de-oficio/;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Praxis educativa;0328-9702;2313-934X;Universidad Nacional de La Pampa. Facultad de Ciencias Humanas. Instituto de Ciencias de la Educación para la Investigación Interdisciplinaria;true;https://www.caicyt-conicet.gov.ar/sitio/praxis-educativa-santa-rosa/;true;https://doaj.org/toc/2313-934X;true;https://www.latindex.org/latindex/ficha/25243;true;https://www.redalyc.org/revista.oa?id=1531&tipo=coleccion;undefined;undefined;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0328-9702&lng=es&nrm=iso;undefined;undefined;true;https://biblat.unam.mx/es/revista/praxis-educativa-santa-rosa/articulo/de-llaves-y-cajas-negras-documentando-practicas-con-materiales-didacticos-en-escuelas-bilingues-de-personas-sordas;true;https://dialnet.unirioja.es/servlet/revista?codigo=25330
Prismas;1666-1508;1852-0499;Universidad Nacional de Quilmes, Centro de Estudios e Investigaciones, Programa de Historia Intelectual;true;https://www.caicyt-conicet.gov.ar/sitio/prismas/;true;https://doaj.org/toc/1852-0499;true;https://www.latindex.org/latindex/ficha/12103;true;https://www.redalyc.org/revista.oa?id=3870&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-0499&lng=es&nrm=iso;false;null;false;null;false;null
Prohistoria;1514-0032;1851-9504;Grupo Prohistoria;true;https://www.caicyt-conicet.gov.ar/sitio/prohistoria-rosario/;true;https://doaj.org/toc/1851-9504;true;https://www.latindex.org/latindex/ficha/12168;true;https://www.redalyc.org/revista.oa?id=3801&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Prólogos;;2953-4879;EDUNLU;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28692;false;null;false;null;false;null;false;null;false;null;false;null
Prometeica;;1852-9488;Emiliano Aldegani;false;null;false;null;true;https://www.latindex.org/latindex/ficha/23222;false;null;false;null;false;null;false;null;false;null;false;null
Prometeo conocimiento científico;2953-4275;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/prometeo-conocimiento-cientifico/articulo/el-desarrollo-socio-afectivo-en-ninos-de-3-a-5-anos;false;null
Propuesta Educativa;0327-4829;1995-7785;Facultad Latinoamericana de Ciencias Sociales (FLACSO);true;https://www.caicyt-conicet.gov.ar/sitio/propuesta-educativa-buenos-aires/;false;null;false;null;true;https://www.redalyc.org/revista.oa?id=4030&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Proyección;;1852-0006;Instituto de Cartografía, Investigación y Formación para el Ordenamiento Territorial. Universidad Nacional de Cuyo;true;https://www.caicyt-conicet.gov.ar/sitio/proyeccion-mendoza-en-linea/;true;https://doaj.org/toc/1852-0006;true;https://www.latindex.org/latindex/ficha/19591;false;null;false;null;false;null;false;null;false;null;false;null
Proyecciones;1850-6542;2618-5474;Universidad Nacional de La Plata;false;null;true;https://doaj.org/toc/2618-5474;true;https://www.latindex.org/latindex/ficha/26018;false;null;false;null;false;null;false;null;false;null;false;null
Proyecciones.;;1853-6352;Facultad Regional Buenos Aires, Universidad Tecnológica Nacional;false;null;false;null;true;https://www.latindex.org/latindex/ficha/27666;false;null;false;null;false;null;false;null;false;null;false;null
Prudentia iuris;0326-2774;2524-9525;Pontificia Universidad Católica Argentina, Facultad de Derecho;false;null;true;https://doaj.org/toc/2524-9525;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/prudentia-iuris/articulo/aguirrezabal-grunstein-maite-bertelsen-simonetti-soledad-editoras-aborto-perspectivas-filosofica-juridica-y-medica-santiago-de-chile-universidad-de-los-andes-2015-308-p-cuaderno-de-extension-juridica-n-27;false;null
Prudentia iuris;2524-9525;0326-2774;Pontificia Universidad Catolica Argentina;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21101039142&tip=sid&clean=0;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=11605
Psi-comunicación: Revista de la Sociedad Española de Parapsicología;2478-2645;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=17824
Psico logos: Revista de psicología;0328-5324;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=17503
Psicoanálisis en la universidad.;;2683-9938;Universidad Nacional de Rosario. Facultad de Psicología. Departamento de Psicoanálisis;false;null;false;null;true;https://www.latindex.org/latindex/ficha/26389;false;null;false;null;false;null;false;null;false;null;false;null
Psicodebate;1515-2251;2451-6600;Universidad de Palermo. Facultad de Ciencias Sociales;true;https://www.caicyt-conicet.gov.ar/sitio/psicodebate-buenos-aires/;true;https://doaj.org/toc/2451-6600;true;https://www.latindex.org/latindex/ficha/22961;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2451-6600&lng=es&nrm=iso;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=24487
Psicología sin fronteras: revista electrónica de intervención psicosocial y psicología comunitaria;1851-3441;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=11113
PSIENCIA: Revista Latinoamericana de Ciencia Psicológica;1851-9083;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=14635
Psiencia. Revista latinoamericana de ciencia psicológica;2250-5490;2250-5504;Asociación para el Avance de la Ciencia Psicológica;true;https://www.caicyt-conicet.gov.ar/sitio/psiencia-revista-latinoamericana-de-ciencia-psicologica/;false;null;false;null;true;https://www.redalyc.org/revista.oa?id=3331&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Psocial;;2422-619X;Universidad de Buenos Aires, Facultad de Ciencias Sociales;true;https://www.caicyt-conicet.gov.ar/sitio/psocial-ciudad-autonoma-de-buenos-aires/;true;https://doaj.org/toc/2422-619X;true;https://www.latindex.org/latindex/ficha/25649;true;https://www.redalyc.org/revista.oa?id=6723&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Publicación - Instituto Antártico Argentino;0521-520X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/publicacion-instituto-antartico-argentino/articulo/suelos-antarticos-clasificacion-taxonomica-y-cartografia;false;null
Publicacion Electronica de la Asociacion Paleontologica Argentina;2469-0228;;Asociacion Paleontologica Argentina;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100913567&tip=sid&clean=0;false;null;false;null;true;https://biblat.unam.mx/es/revista/publicacion-electronica-de-la-asociacion-paleontologica-argentina/articulo/analysis-of-the-earlymiddle-miocene-mammal-associations-at-the-rio-santa-cruz-patagonia-argentina;false;null
Publicación especial - Centro Panamericano de Zoonosis;0325-1640;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/publicacion-especial-centro-panamericano-de-zoonosis/articulo/guia-para-programas-de-control-y-erradicacion-de-la-rabia-urbana;false;null
Publicaciones de extensión cultural y didáctica;0325-1853;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/publicaciones-de-extension-cultural-y-didactica/articulo/malacologia-sanitaria-el-papel-de-los-moluscos-en-la-transmision-de-parasitosis-helminticas-y-su-relacion-con-el-riesgo-de-esquistosomiasis-en-el-paraguay-y-la-argentina;false;null
Publicaciones de la Asociación Argentina de Humanidades Digitales;;2718-7470;Universidad Nacional de La Plata;true;https://www.caicyt-conicet.gov.ar/sitio/publicaciones-de-la-asociacion-argentina-de-humanidades-digitales/;false;null;true;https://www.latindex.org/latindex/ficha/27415;false;null;false;null;false;null;false;null;false;null;false;null
Publicar en antropología y ciencias sociales;0327-6627;2250-7671;Colegio de Graduados de Antropología de la República Argentina.;true;https://www.caicyt-conicet.gov.ar/sitio/publicar-en-antropologia-y-ciencias-sociales-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/12457;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27078
Puertas abiertas: Revista de la Escuela de Lenguas;1853-614X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=17843
Punto Sur;;2683-7404;Instituto de Geografía Dr. Romualdo Ardissone;true;https://www.caicyt-conicet.gov.ar/sitio/punto-sur-ciudad-autonoma-de-buenos-aires/;true;https://doaj.org/toc/2683-7404;true;https://www.latindex.org/latindex/ficha/26738;false;null;false;null;false;null;false;null;false;null;false;null
Pymes, innovación y desarrollo;;2344-9195;Asociación Civil Red Pymes Mercosur;true;https://www.caicyt-conicet.gov.ar/sitio/pymes-innovacion-y-desarrollo/;false;null;true;https://www.latindex.org/latindex/ficha/25820;false;null;false;null;false;null;false;null;false;null;false;null
Quebracho - Revista de Ciencias Forestales;0328-0543;1851-3026;Universidad Nacional de Santiago del Estero;true;https://www.caicyt-conicet.gov.ar/sitio/quebracho-santiago-del-estero/;true;https://doaj.org/toc/1851-3026;false;null;true;https://www.redalyc.org/revista.oa?id=481&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Question;;1669-6581;Universidad Nacional de La Plata;false;null;true;https://doaj.org/toc/1669-6581;true;https://www.latindex.org/latindex/ficha/16538;false;null;false;null;false;null;false;null;false;null;false;null
Quid 16;;2250-4060;Universidad de Buenos Aires, Instituto de Investigaciones Gino Germani;true;https://www.caicyt-conicet.gov.ar/sitio/quid-16/;true;https://doaj.org/toc/2250-4060;true;https://www.latindex.org/latindex/ficha/20891;true;https://www.redalyc.org/revista.oa?id=5596&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
