Título;ISSN impresa;ISSN en linea;Instituto/Editorial;NBRA;URL_NBRA;DOAJ;URL_DOAJ;Latindex;URL_Latindex;Redalyc;URL_Redalyc;Scimago;URL_Scimago;Scielo;URL_Scielo;WoS;URL_WoS;Biblat;URL_Biblat;Dialnet;URL_Dialnet
De Signos y Sentidos;1668-866X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27298
DEBATE UNIVERSITARIO;2314-2138;2314-1530;UNIV ABIERTA INTERAMERICANA , CHACABUCO 90, 1 Piso, BUENOS AIRES, Argentina, 1069;false;null;false;null;false;null;false;null;false;null;false;null;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=22455
Debates actuales en Psicología y Sociedad;2591-524X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=25781
del prudente Saber y el máximo posible de Sabor;2618-4141;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/del-prudente-saber-y-el-maximo-posible-de-sabor/articulo/cronicas-subterraneas;true;https://dialnet.unirioja.es/servlet/revista?codigo=27972
Delito y sociedad;;0328-0101;;true;https://www.caicyt-conicet.gov.ar/sitio/delito-y-sociedad/;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Delito y sociedad: revista de ciencias sociales;2468-9963;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=14566
Derecho comercial y de las obligaciones: Revista de doctrina, jurisprudencia, legislación y práctica;0327-4012;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=6971
Derecho de la integración;0420-0039;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/derecho-de-la-integracion/articulo/acerca-del-papel-de-la-pequena-y-mediana-empresa-en-el-proceso-de-integracion-intal;false;null
Derecho y ciencias sociales;1853-0982;1852-2971;Instituto de Cultura Jurídica, Facultad de Ciencias Jurídicas y Sociales, Universidad Nacional de La Plata;undefined;undefined;undefined;undefined;true;https://www.latindex.org/latindex/ficha/5675;undefined;undefined;undefined;undefined;undefined;undefined;true;undefined;undefined;undefined;true;https://dialnet.unirioja.es/servlet/revista?codigo=23484
Dermatologia Argentina;1669-1636;1515-8411;Lugones Editorial Seal of Biotecnologica SRL;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21101192890&tip=sid&clean=0;false;null;false;null;false;null;false;null
Desarrollo económico;;1853-8185;Instituto de Desarrollo Económico y Social;false;null;false;null;true;https://www.latindex.org/latindex/ficha/19254;false;null;false;null;false;null;false;null;false;null;false;null
Desarrollo económico;0046-001X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/desarrollo-economico/articulo/el-peronismo-que-no-fue-el-papel-de-la-lucha-politica-interindustrial-en-la-temprana-frustracion-del-peronismo-de-peron;true;https://dialnet.unirioja.es/servlet/revista?codigo=9189
Desarrollo, Estado y Espacio;;2796-9606;Facultad de Cicias Jurídicas y Sociales, Universidad Nacional del Litoral;true;https://www.caicyt-conicet.gov.ar/sitio/desarrollo-estado-y-espacio/;true;https://doaj.org/toc/2796-9606;true;https://www.latindex.org/latindex/ficha/27664;false;null;false;null;false;null;false;null;false;null;false;null
Descentrada;;2545-7284;Universidad Nacional de La Plata;true;https://www.caicyt-conicet.gov.ar/sitio/descentrada-ensenada/;true;https://doaj.org/toc/2545-7284;true;https://www.latindex.org/latindex/ficha/24119;false;null;false;null;false;null;false;null;false;null;false;null
Desde la Patagonia;;2618-5385;Universidad Nacional del Comahue. Centro Regional Universitario Bariloche;false;null;false;null;true;https://www.latindex.org/latindex/ficha/25088;false;null;false;null;false;null;false;null;false;null;false;null
deSignis;1578-4223;2462-7259;Federación Latinoamericana de Semiótica;false;null;true;https://doaj.org/toc/2462-7259;false;null;true;https://www.redalyc.org/revista.oa?id=6060&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Día médico;0012-1762;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/dia-medico/articulo/estomatoscopia-examen-de-lesiones-de-la-cavidad-bucal-por-medio-del-colposcopio;false;null
Diaeta;0328-1310;1852-7337;Asociación Argentina de Licenciados en Nutrición (AALEN);true;https://www.caicyt-conicet.gov.ar/sitio/diaeta-buenos-aires/;false;null;false;null;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1852-7337&lng=es&nrm=iso;false;null;false;null;false;null
Diagnosis: publicación científica de Fundación PROSAM;1668-5474;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=13092
Diálogos pedagógicos;1667-2003;2524-9274;Editorial de la Universidad Católica de Córdoba;false;null;true;https://doaj.org/toc/2524-9274;true;https://www.latindex.org/latindex/ficha/23592;false;null;false;null;false;null;false;null;false;null;false;null
Diferencia(s);;2469-1100;Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Investigaciones Gino Germani, Grupo De Estudios Sobre Estructuralismo Y Posestructuralismo;true;https://www.caicyt-conicet.gov.ar/sitio/diferencias-ciudad-autonoma-de-buenos-aires/;true;https://doaj.org/toc/2469-1100;true;https://www.latindex.org/latindex/ficha/23026;false;null;false;null;false;null;false;null;false;null;false;null
Dios y el hombre;;2618-2858;Universidad Nacional de La Plata;false;null;true;https://doaj.org/toc/2618-2858;true;https://www.latindex.org/latindex/ficha/24300;false;null;false;null;false;null;false;null;false;null;false;null
Disenso;0328-204X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=10342
Divulgatio;;2591-3530;Universidad Nacional de Quilmes, Secretaría de Posgrado;false;null;true;https://doaj.org/toc/2591-3530;true;https://www.latindex.org/latindex/ficha/27185;false;null;false;null;false;null;false;null;false;null;false;null
Documento científico - Instituto Nacional de Investigación y Desarrollo Pesquero;0327-9332;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/documento-cientifico-instituto-nacional-de-investigacion-y-desarrollo-pesquero/articulo/areas-potenciales-de-descarte-de-merluza-para-la-actividad-de-la-flota-comercial-argentina;false;null
Documentos y aportes en administración pública y gestión estatal;1666-4124;1851-3727;Universidad Nacional del Litoral;true;https://www.caicyt-conicet.gov.ar/sitio/documentos-y-aportes-en-administracion-publica-y-gestion-estatal/;true;https://doaj.org/toc/1851-3727;false;null;true;https://www.redalyc.org/revista.oa?id=3375&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Dominguezia;0327-2818;1669-6859;Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica;false;null;true;https://doaj.org/toc/1669-6859;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Dos puntas;1852-3420;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=20347
E-l@tina: Revista Electrónica de Estudios Latinoamericanos;;1666-9606;Grupo de Estudios de Sociología Histórica de América Latina;true;https://www.caicyt-conicet.gov.ar/sitio/e-latina-buenos-aires/;true;https://doaj.org/toc/1666-9606;false;null;true;https://www.redalyc.org/revista.oa?id=4964&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
e-Universitas: UNR Journal;1852-0707;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=16218
E+E;1852-0278;1853-8088;Secretaría de Extensión, Facultad de Filosofía y Humanidades, Universidad de Córdoba;false;null;false;null;true;https://www.latindex.org/latindex/ficha/6104;false;null;false;null;false;null;false;null;false;null;false;null
Eä (Buenos Aires);1852-4680;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/ea-buenos-aires/articulo/clinical-research-encounters-as-a-focus-of-public-engagement-with-science-and-research-encuentros-de-investigacion-clinica-como-foco-de-compromiso-publico-con-la-ciencia-y-la-investigacion;false;null
Ecologia Austral;0327-5477;1667-782X;Asociacion Argentina de Ecologia;true;https://www.caicyt-conicet.gov.ar/sitio/ecologia-austral/;true;https://doaj.org/toc/1667-782X;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=14578&tip=sid&clean=0;false;null;false;null;false;null;false;null
Economía de Córdoba;0013-0435;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/economia-de-cordoba/articulo/economia-provincial-julio-1987-marzo-1988;false;null
Económica;0013-0419;1852-1649;Universidad Nacional de La Plata, Facultad de Ciencias Económicas.;true;https://www.caicyt-conicet.gov.ar/sitio/economica-la-plata/;true;https://doaj.org/toc/1852-1649;true;https://www.latindex.org/latindex/ficha/6220;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/economica-la-plata/articulo/comparing-downpayment-and-interest-rate-mortgage-subsidies-an-analytical-approach;true;https://dialnet.unirioja.es/servlet/revista?codigo=26213
Ecos de la comunicación;1852-0464;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=17454
Ecos.;;2718-6199;Universidad Nacional de La Plata;false;null;false;null;true;https://www.latindex.org/latindex/ficha/27701;false;null;false;null;false;null;false;null;false;null;false;null
Ecosur;0325-108X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/ecosur/articulo/algunos-aspectos-limnologicos-abioticos-de-las-cuencas-de-los-rios-limay-y-neuquen-con-especial-referencia-al-embalse-ramos-mexia;false;null
Educación en la química;0327-3504;2344-9683;ADEQRA;true;https://www.caicyt-conicet.gov.ar/sitio/educacion-en-la-quimica-en-linea/;false;null;true;https://www.latindex.org/latindex/ficha/6323;false;null;false;null;false;null;false;null;false;null;false;null
EDUCACION FISICA Y CIENCIA;1514-0105;2314-2561;UNIV NAC LA PLATA, FAC HUMANIDADES & CIENCIAS EDUC , CALLE 48 E-6 & 7,PISO 5, OF 517, LA PLATA, ARGENTINA, BUENOS AIRES, 1900;true;https://www.caicyt-conicet.gov.ar/sitio/educacion-fisica-y-ciencia/;true;https://doaj.org/toc/2314-2561;true;https://www.latindex.org/latindex/ficha/6326;true;https://www.redalyc.org/revista.oa?id=4399&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2314-2561&lng=es&nrm=iso;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=16819
Educación física, experiencias e investigaciones;;1852-9372;Departamento de Educación Física, Centro Regional Universitario Bariloche, Universidad Nacional del Comahue;false;null;false;null;true;https://www.latindex.org/latindex/ficha/19279;false;null;false;null;false;null;false;null;false;null;false;null
Educación y vínculos;;2591-6327;Facultad de Cicias de la Educación, Universidad Nacional de tre Rios;true;https://www.caicyt-conicet.gov.ar/sitio/educacion-y-vinculos/;false;null;true;https://www.latindex.org/latindex/ficha/24985;false;null;false;null;false;null;false;null;false;null;false;null
Educación, Formación e Investigación;;2422-5975;;false;null;true;https://doaj.org/toc/2422-5975;false;null;false;null;false;null;false;null;false;null;false;null;false;null
Educación, lenguaje y sociedad;1668-4753;2545-7667;Universidad Nacional de La Pampa, Facultad de Ciencias Humanas, Instituto para el Estudio de la Educación, el Lenguaje y la Sociedad;true;https://www.caicyt-conicet.gov.ar/sitio/educacion-lenguaje-y-sociedad/;false;null;true;https://www.latindex.org/latindex/ficha/6363;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=15003
EducaMuseo;;2953-4283;Universidad Nacional de Córdoba;false;null;true;https://doaj.org/toc/2953-4283;true;https://www.latindex.org/latindex/ficha/28055;false;null;false;null;false;null;false;null;false;null;false;null
Ejes de economía y sociedad;;2591-4669;Facultad de Cicias Económicas, Universidad Nacional de tre Ríos;true;https://www.caicyt-conicet.gov.ar/sitio/ejes-de-economia-y-sociedad/;false;null;true;https://www.latindex.org/latindex/ficha/24286;true;https://www.redalyc.org/revista.oa?id=7597&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
El cardo;1514-7347;1851-1562;Área Didáctica, Facultad de Ciencias de la Educación, Universidad Nacional de Entre Ríos;true;https://www.caicyt-conicet.gov.ar/sitio/el-cardo-parana-en-linea/;true;https://doaj.org/toc/1851-1562;true;https://www.latindex.org/latindex/ficha/24962;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;undefined;true;https://dialnet.unirioja.es/servlet/revista?codigo=28283
El hilo de la fábula;1667-7900;2362-5651;Ediciones UNL;true;https://www.caicyt-conicet.gov.ar/sitio/el-hilo-de-la-fabula/;true;https://doaj.org/toc/2362-5651;true;https://www.latindex.org/latindex/ficha/23948;false;null;false;null;false;null;true;null;false;null;false;null
El hornero;0073-3407;1850-4884;Aves Argentinas / Asociación Ornitológica del Plata;true;https://www.caicyt-conicet.gov.ar/sitio/el-hornero-buenos-aires/;true;https://doaj.org/toc/1850-4884;true;https://www.latindex.org/latindex/ficha/6491;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=0073-3407&lng=es&nrm=iso;false;null;false;null;false;null
El jardín de los poetas;;2469-2131;Facultad de Humanidades;false;null;false;null;true;https://www.latindex.org/latindex/ficha/23610;false;null;false;null;false;null;false;null;false;null;false;null
El matadero;;2683-9687;Facultad de Filosofía y Letras, Universidad de Buenos Aires;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28350;false;null;false;null;false;null;false;null;false;null;false;null
El oído pensante;;2250-1776;;true;https://www.caicyt-conicet.gov.ar/sitio/el-oido-pensante/;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null
El oído pensante;;2250-7116;Universidad de Buenos Aires, Facultad de Filosofía y Letras, Instituto de Ciencias Antropológicas;false;null;true;https://doaj.org/toc/2250-7116;true;https://www.latindex.org/latindex/ficha/19743;true;https://www.redalyc.org/revista.oa?id=5529&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
El Peldaño;1666-9460;3008-7562;Departamento de Teatro, Facultad de Artes, Universidad Nacional del Centro de la Provincia de Buenos Aires;false;null;true;https://doaj.org/toc/3008-7562;true;https://www.latindex.org/latindex/ficha/28902;false;null;false;null;false;null;false;null;false;null;false;null
El taco en la brea;;2362-4191;Facultad de Humanidades y Cicias Sociales, Universidad Nacional del Litoral;true;https://www.caicyt-conicet.gov.ar/sitio/el-taco-en-la-brea/;true;https://doaj.org/toc/2362-4191;true;https://www.latindex.org/latindex/ficha/23867;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2362-4191&lng=es&nrm=iso;false;null;false;null;false;null
El toldo de Astier: Propuestas y estudios sobre enseñanza de la lengua y la literatura;1853-3124;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=17635
Electronic Journal of Endodontic Rosario;1666-6143;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=16221
Elektron: ciencia y tecnología en la electrónica de hoy;2525-0159;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=26525
En la otra isla;;2796-9924;Instituto de Artes del Espectáculo, Facultad de Filosofía y Letras, Universidad de Buenos Aires;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28043;false;null;false;null;false;null;false;null;false;null;false;null
En letra derecho penal;;2469-0864;En Letra. Derecho Penal;false;null;false;null;true;https://www.latindex.org/latindex/ficha/24138;false;null;false;null;false;null;false;null;false;null;false;null
Encuentro educativo;;2718-8035;Área de Revistas Científicas y Académicas, Instituto de Ciencias de la Educación, Facultad de Filosofía y Letras, Universidad Nacional de Cuyo;false;null;false;null;true;https://www.latindex.org/latindex/ficha/27333;false;null;false;null;false;null;false;null;false;null;false;null
Energías renovables y medio ambiente.;;2684-0073;ASADES;false;null;false;null;true;https://www.latindex.org/latindex/ficha/26911;false;null;false;null;false;null;false;null;false;null;false;null
Enfoques;1514-6006;1669-2721;Asociación Colegio Adventista del Plata;true;https://www.caicyt-conicet.gov.ar/sitio/enfoques-libertador-san-martin/;true;https://doaj.org/toc/1669-2721;true;https://www.latindex.org/latindex/ficha/6711;true;https://www.redalyc.org/revista.oa?id=259&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1669-2721&lng=es&nrm=iso;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=7976
Ensambles;;2422-5541;Universidad Nacional de General Sarmiento;false;null;false;null;true;https://www.latindex.org/latindex/ficha/24889;false;null;false;null;false;null;false;null;false;null;false;null
Ensayos de política económica;1853-6999;2313-979X;Universidad Católica Argentina. Facultad de Ciencias Económicas. Departamento de Investigación Francisco Valsecchi;false;null;true;https://doaj.org/toc/2313-979X;true;https://www.latindex.org/latindex/ficha/22072;false;null;false;null;false;null;false;null;false;null;false;null
Ensayos económicos;0325-3937;1850-6046;Banco Central de la República Argentina;true;https://www.caicyt-conicet.gov.ar/sitio/ensayos-economicos/;false;null;true;https://www.latindex.org/latindex/ficha/26327;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/ensayos-economicos/articulo/algunas-reflexiones-sobre-las-politicas-de-estabilizacion-y-liberalizacion-en-el-cono-sur-de-fines-de-los-70;false;null
Entramados: educación y sociedad;2422-6459;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=23345
Entrepasados (Buenos Aires);0327-649X;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/entrepasados-buenos-aires/articulo/ciudadania-participacion-politica-y-la-formacion-de-una-esfera-publica-en-buenos-aires-1850-1880;false;null
Epistemología e historia de la ciencia;;2525-1198;Facultad de Filosofía y Humanidades Universidad Nacional de Córdoba;true;https://www.caicyt-conicet.gov.ar/sitio/epistemologia-e-historia-de-la-ciencia/;true;https://doaj.org/toc/2525-1198;true;https://www.latindex.org/latindex/ficha/22996;false;null;false;null;false;null;false;null;false;null;false;null
Epistemus;;1853-0494;Sociedad Argentina para las Ciencias Cognitivas de la Música;false;null;true;https://doaj.org/toc/1853-0494;true;https://www.latindex.org/latindex/ficha/23300;false;null;false;null;false;null;false;null;false;null;false;null
Épocas;;2250-6292;Universidad del Salvador, Facultad de Filosofía, Historia, Letras y Estudios Orientales;false;null;false;null;true;https://www.latindex.org/latindex/ficha/28917;false;null;false;null;false;null;false;null;false;null;false;null
Erasmus: Revista para el diálogo intercultural;1514-6049;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=507
Escena uno;;2362-4000;Universidad Nacional del Centro de la Provincia de Buenos Aires, Facultad de Arte,  Instituto de Estudios Escenográficos en Artes Escénicas y Audiovisuales;false;null;false;null;true;https://www.latindex.org/latindex/ficha/23245;false;null;false;null;false;null;false;null;false;null;false;null
Escenarios;2683-7684;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=27969
Escritos contables y de administración;1853-2063;1853-2055;Departamento de Ciencias de la Administración, Universidad Nacional del Sur;true;https://www.caicyt-conicet.gov.ar/sitio/escritos-contables-y-de-administracion-en-linea/;true;https://doaj.org/toc/1853-2055;true;https://www.latindex.org/latindex/ficha/6913;false;null;false;null;false;null;false;null;false;null;false;null
ESPACIOS EN BLANCO-SERIE INDAGACIONES;1515-9485;2313-9927;UNIV NAC CENTRO PROVINCIA BUENOS AIRES , CAMPUS UNIV, PARAJE ARROYO SECO S N, TANDIL, ARGENTINA, 7000;true;https://www.caicyt-conicet.gov.ar/sitio/espacios-en-blanco-serie-indagaciones/;true;https://doaj.org/toc/2313-9927;true;https://www.latindex.org/latindex/ficha/25224;true;https://www.redalyc.org/revista.oa?id=3845&tipo=coleccion;undefined;undefined;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1515-9485&lng=es&nrm=iso;true;undefined;true;https://biblat.unam.mx/es/revista/espacios-en-blanco-serie-indagaciones/articulo/aprendizajes-y-tareas-pendientes-a-partir-de-la-virtualizacion-de-emergencia-de-la-ensenanza-en-el-nivel-de-posgrado;undefined;undefined
Estado abierto.;;2618-4362;Instituto Nacional de la Administración Pública;false;null;false;null;true;https://www.latindex.org/latindex/ficha/26974;false;null;false;null;false;null;false;null;false;null;false;null
Estrategia (Buenos Aires);0046-2578;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/estrategia-buenos-aires/articulo/la-lucha-antimperialista-y-por-la-paz;false;null
Estrategias: Psicoanálisis y salud mental;2347-0933;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=22069
Estudios - Instituto de Estudios Económicos sobre la Realidad Argentina y Latinoamericana;0325-6928;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/estudios-instituto-de-estudios-economicos-sobre-la-realidad-argentina-y-latinoamericana/articulo/las-telecomunicaciones-en-argentina-y-chile-modelos-diferentes-con-resultados-diferentes;false;null
Estudios CEDES;0326-1646;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/estudios-cedes/articulo/orden-social-y-monetarismo;false;null
Estudios de filosofía práctica e historia de las ideas;1515-7180;1851-9490;Qellqasqa;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-de-filosofia-practica-e-historia-de-las-ideas/;true;https://doaj.org/toc/1851-9490;true;https://www.latindex.org/latindex/ficha/13;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=24706
Estudios de Historia de Espana;2469-0961;0328-0284;Pontificia Universidad Catolica Argentina;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-de-historia-de-espana/;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21101093542&tip=sid&clean=0;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=532
Estudios de Teoria Literaria;2313-9676;;Universidad Nacional de Mar del Plata;false;null;false;null;false;null;false;null;true;https://www.scimagojr.com/journalsearch.php?q=21100904229&tip=sid&clean=0;false;null;true;null;true;https://biblat.unam.mx/es/revista/estudios-de-teoria-literaria-revista-digital-artes-letras-y-humanidades/articulo/altamirano-carlos-estaciones-buenos-aires-ampersand-2019-138-p;false;null
ESTUDIOS DEL HABITAT;0328-929X;2422-6483;UNIV NACL LA PLATA, FAC ARQUITECTURA & URBANISMO , CALLE 47 NO 162 & 117, LA PLATA, ARGENTINA, 00000;false;null;false;null;true;https://www.latindex.org/latindex/ficha/23125;true;https://www.redalyc.org/revista.oa?id=6364&tipo=coleccion;false;null;false;null;true;null;false;null;false;null
Estudios del ISHiR;;2250-4397;Unidad Ejecutora  Red ISHIR, CONICET;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-del-ishir/;true;https://doaj.org/toc/2250-4397;true;https://www.latindex.org/latindex/ficha/20715;false;null;false;null;false;null;false;null;false;null;false;null
Estudios del trabajo;0327-5744;2545-7756;Asociación Argentina de Especialistas en Estudios del Trabajo;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-del-trabajo/;false;null;true;https://www.latindex.org/latindex/ficha/24931;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2545-7756&lng=es&nrm=iso;false;null;false;null;false;null
Estudios digital;0328-185X;1852-1568;Universidad Nacional de Córdoba, Facultad de Ciencias Sociales;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-digital/;true;https://doaj.org/toc/1852-1568;true;https://www.latindex.org/latindex/ficha/7135;false;null;false;null;false;null;true;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=23608
Estudios económicos;0425-368X;2525-1295;Editorial de la Universidad Nacional del Sur (EdiUNS);true;https://www.caicyt-conicet.gov.ar/sitio/estudios-economicos-en-linea/;true;https://doaj.org/toc/2525-1295;true;https://www.latindex.org/latindex/ficha/22969;true;https://www.redalyc.org/revista.oa?id=5723&tipo=coleccion;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=2525-1295&lng=es&nrm=iso;false;null;false;null;false;null
Estudios migratorios latinoamericanos;0326-7458;;;false;null;false;null;false;null;false;null;false;null;false;null;false;null;true;https://biblat.unam.mx/es/revista/estudios-migratorios-latinoamericanos/articulo/borges-marcelo-chains-of-gold-portuguese-migration-to-argentina-in-transatlantic-perspectiva-leiden-y-boston-brill-2009;false;null
Estudios rurales;;2250-4001;Universidad Nacional de Quilmes;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-rurales/;true;https://doaj.org/toc/2250-4001;true;https://www.latindex.org/latindex/ficha/19323;false;null;false;null;false;null;false;null;false;null;false;null
Estudios sociales;0327-4934;2250-6950;Universidad Nacional del Litoral,  Departamento de Extensión Universitaria, Área de Ciencias Sociales, Universidad Nacional del Litoral, Universidad Nacional de Rosario, Centro Interdisciplinario de Estudios Sociales Argentinos y Latinoamericanos, Universidad Nacional del Comahue, Grupo de Estudios de Historia Social;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-sociales-santa-fe/;true;https://doaj.org/toc/2250-6950;true;https://www.latindex.org/latindex/ficha/8900;false;null;false;null;false;null;true;null;false;null;false;null
Estudios Sociales Contemporáneos;1850-6747;2451-5965;Instituto Multidisciplinario de Estudios Sociales Contemporáneos. Consejo Nacional de Investigaciones Científicas y Técnicas. Facultad de Filosofía y Letras. Universidad Nacional de Cuyo. Argentina;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-sociales-contemporaneos-en-linea/;true;https://doaj.org/toc/2451-5965;true;https://www.latindex.org/latindex/ficha/25954;true;https://www.redalyc.org/revista.oa?id=6459&tipo=coleccion;false;null;false;null;false;null;false;null;false;null
Estudios sociales del estado;;2422-7803;Ctro de Investigaciones Sociales, Consejo Nacional de Investigaciones Citíficas y Tecnológicas;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-sociales-del-estado/;true;https://doaj.org/toc/2422-7803;true;https://www.latindex.org/latindex/ficha/23590;false;null;false;null;false;null;false;null;false;null;false;null
Estudios sociales del NOA;0329-8256;2362-2482;Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto Interdiciplinario Tilcara;false;null;false;null;true;https://www.latindex.org/latindex/ficha/7222;false;null;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=21343
Estudios socioterritoriales;1515-6206;1853-4392;CONICET - UNCPBA. Instituto de Geografía, Historia y Ciencias Sociales. Centro de Investigaciones Geográficas.;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-socioterritoriales/;true;https://doaj.org/toc/1853-4392;true;https://www.latindex.org/latindex/ficha/19325;false;null;false;null;true;https://www.scielo.org.ar/scielo.php?script=sci_serial&pid=1853-4392&lng=es&nrm=iso;true;null;false;null;false;null
Estudios y perspectivas en turismo;0327-5841;1851-1732;Centro de Investigaciones y Estudios Turísticos;true;https://www.caicyt-conicet.gov.ar/sitio/estudios-y-perspectivas-en-turismo/;false;null;false;null;true;https://www.redalyc.org/revista.oa?id=1807&tipo=coleccion;false;null;false;null;false;null;false;null;true;https://dialnet.unirioja.es/servlet/revista?codigo=13934
